hour,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18
503,1.00703145,1.00101412,1.00523802,1.00178104,1.00740281,1.00702076,1.00857918,1.00424196,1.00249681,1.00279805,1.00580819,1.00661535,1.00270743,1.00656127,1.00135010,1.00457710,1.00282350,1.00595660
504,1.00255890,1.00356602,1.00665091,1.00787946,1.00588589,1.00550869,1.00623907,1.00183034,1.00753776,1.00161521,1.00557811,1.00367278,1.00288910,1.00296175,1.00275343,1.00804481,1.00186641,1.00721544
505,1.00807056,1.00453472,1.00458192,1.00861841,1.00410138,1.00194440,1.00608337,1.00670851,1.00679080,1.00558169,1.00219572,1.00412470,1.00421731,1.00659563,1.00874582,1.00383652,1.00433957,1.00705613
506,1.00348126,1.00324485,1.00719417,1.00511164,1.00383113,1.00631483,1.00116694,1.00372050,1.00564247,1.00729378,1.00440153,1.00401380,1.00326377,1.00359047,1.00476650,1.00599535,1.00491055,1.00278214
507,1.00215700,1.00160176,1.00141090,1.00411958,1.00755544,1.00732866,1.00236373,1.00153438,1.00372125,1.00708924,1.00257563,1.00607079,1.00606000,1.00560962,1.00534593,1.00768947,1.00509028,1.00329519
508,1.00619327,1.00407166,1.00202109,1.00677243,1.00831190,1.00667824,1.00773950,1.00298575,1.00865739,1.00849921,1.00385090,1.00593220,1.00356028,1.00818303,1.00631836,1.00255371,1.00617097,1.00288893
509,1.00140822,1.00466581,1.00566228,1.00853204,1.00134095,1.00490653,1.00302981,1.00732165,1.00544744,1.00206780,1.00159005,1.00833477,1.00852777,1.00825934,1.00135476,1.00765705,1.00370915,1.00781898
510,1.00364122,1.00556597,1.00608563,1.00541632,1.00175028,1.00444231,1.00209193,1.00829373,1.00441124,1.00726793,1.00621555,1.00407185,1.00386201,1.00542264,1.00423480,1.00255450,1.00794083,1.00203506
511,1.00480392,1.00689946,1.00257668,1.00714094,1.00238788,1.00821629,1.00267983,1.00424465,1.00166851,1.00165980,1.00609549,1.00369720,1.00248672,1.00492611,1.00696670,1.00488004,1.00481396,1.00664373
512,1.00100038,1.00332011,1.00751607,1.00313433,1.00160732,1.00611070,1.00512960,1.00594653,1.00721767,1.00516519,1.00473413,1.00710510,1.00882588,1.00299120,1.00531791,1.00350937,1.00165460,1.00587144
513,1.00676701,1.00494168,1.00462209,1.00869054,1.00676823,1.00700766,1.00834511,1.00486579,1.00627157,1.00367926,1.00594609,1.00763154,1.00472945,1.00805246,1.00579302,1.00242868,1.00890898,1.00862756
514,1.00811047,1.00500324,1.00340544,1.00335137,1.00871760,1.00553544,1.00211810,1.00222761,1.00840010,1.00125955,1.00430700,1.00618075,1.00564302,1.00814104,1.00559911,1.00868411,1.00763832,1.00260447
515,1.00130096,1.00748085,1.00811718,1.00470805,1.00109274,1.00384732,1.00828916,1.00823878,1.00423677,1.00782920,1.00666763,1.00271183,1.00285723,1.00413701,1.00894327,1.00441267,1.00253868,1.00784162
516,1.00287985,1.00557615,1.00258704,1.00548816,1.00165318,1.00716979,1.00884177,1.00819306,1.00708497,1.00301734,1.00209408,1.00762213,1.00786130,1.00777122,1.00679781,1.00820651,1.00800194,1.00723293
517,1.00227806,1.00388184,1.00551844,1.00458999,1.00395016,1.00499949,1.00439645,1.00690003,1.00106852,1.00361354,1.00188036,1.00133393,1.00430727,1.00180024,1.00691275,1.00832595,1.00801833,1.00733517
518,1.00301311,1.00724898,1.00570240,1.00149283,1.00458421,1.00424286,1.00250157,1.00421184,1.00397793,1.00201522,1.00442874,1.00792690,1.00279310,1.00269307,1.00363879,1.00298512,1.00133875,1.00535886
519,1.00584288,1.00768490,1.00515498,1.00398250,1.00618593,1.00853824,1.00484723,1.00110648,1.00810657,1.00428424,1.00759113,1.00219146,1.00855360,1.00887264,1.00726784,1.00721462,1.00649130,1.00367899
520,1.00537789,1.00793684,1.00553564,1.00519468,1.00501197,1.00862388,1.00693143,1.00717805,1.00414887,1.00136269,1.00225309,1.00829326,1.00193263,1.00554843,1.00476541,1.00869073,1.00318074,1.00685517
521,1.00543366,1.00443920,1.00628558,1.00832304,1.00687350,1.00828419,1.00821695,1.00302600,1.00329952,1.00203194,1.00173490,1.00201326,1.00772017,1.00295780,1.00498722,1.00612510,1.00680870,1.00599127
522,1.00336927,1.00364463,1.00540225,1.00362076,1.00114333,1.00736414,1.00412533,1.00416694,1.00398394,1.00459274,1.00300022,1.00165945,1.00489473,1.00801872,1.00733390,1.00799014,1.00301930,1.00140619
523,1.00285661,1.00148201,1.00675935,1.00614537,1.00478785,1.00524111,1.00756473,1.00543784,1.00724301,1.00414659,1.00299216,1.00597901,1.00162730,1.00544121,1.00746460,1.00803974,1.00870125,1.00745257
524,1.00612983,1.00546957,1.00253609,1.00605725,1.00348069,1.00224641,1.00518412,1.00840415,1.00655998,1.00511464,1.00227420,1.00313419,1.00506168,1.00879441,1.00507173,1.00534294,1.00109039,1.00207904
525,1.00898536,1.00325519,1.00517199,1.00730949,1.00869107,1.00844644,1.00323633,1.00890560,1.00109527,1.00731153,1.00166182,1.00600057,1.00539207,1.00546479,1.00878258,1.00839742,1.00896339,1.00179237
526,1.00713474,1.00704181,1.00688370,1.00514393,1.00497768,1.00472621,1.00156321,1.00507554,1.00345796,1.00882626,1.00228316,1.00514509,1.00571260,1.00496650,1.00143515,1.00759947,1.00518342,1.00211295
527,1.00541508,1.00565887,1.00463977,1.00262489,1.00529582,1.00140685,1.00667675,1.00763216,1.00805666,1.00417775,1.00173926,1.00831112,1.00578731,1.00116299,1.00301995,1.00607299,1.00106395,1.00281348
528,1.00247287,1.00665537,1.00263607,1.00802854,1.00574876,1.00133738,1.00837794,1.00337955,1.00623203,1.00489107,1.00786596,1.00148077,1.00340332,1.00451643,1.00561533,1.00325452,1.00154914,1.00869754
529,1.00779581,1.00743516,1.00564314,1.00885165,1.00785205,1.00592193,1.00777918,1.00385298,1.00422507,1.00520791,1.00418528,1.00403541,1.00763005,1.00860895,1.00413244,1.00687369,1.00265870,1.00105270
530,1.00438153,1.00668426,1.00237519,1.00803837,1.00486113,1.00750086,1.00844257,1.00375642,1.00272587,1.00780707,1.00585197,1.00625230,1.00169307,1.00148858,1.00861690,1.00421500,1.00127759,1.00199952
531,1.00411666,1.00343284,1.00321315,1.00199309,1.00398255,1.00886951,1.00583694,1.00771044,1.00129850,1.00181897,1.00682552,1.00256074,1.00113570,1.00287666,1.00554243,1.00410344,1.00269453,1.00284952
532,1.00130031,1.00776970,1.00713634,1.00128755,1.00509693,1.00285029,1.00681126,1.00294782,1.00664777,1.00566800,1.00649203,1.00808560,1.00109697,1.00501419,1.00466002,1.00479242,1.00579450,1.00756255
533,1.00526801,1.00110876,1.00866092,1.00298977,1.00165296,1.00833562,1.00257303,1.00482019,1.00894733,1.00680841,1.00471178,1.00446901,1.00306454,1.00546551,1.00781646,1.00448097,1.00710238,1.00338246
534,1.00164228,1.00791424,1.00826468,1.00894568,1.00255978,1.00311718,1.00166889,1.00232622,1.00100259,1.00649812,1.00896707,1.00413851,1.00373414,1.00610978,1.00592765,1.00205709,1.00535235,1.00457801
535,1.00591379,1.00475498,1.00673894,1.00331882,1.00374944,1.00504663,1.00657247,1.00339917,1.00307612,1.00113578,1.00501996,1.00242257,1.00252792,1.00747569,1.00204420,1.00848296,1.00226444,1.00629518
536,1.00196499,1.00200911,1.00476971,1.00550176,1.00521035,1.00762635,1.00563794,1.00134559,1.00630476,1.00401746,1.00668600,1.00476251,1.00540193,1.00667484,1.00396196,1.00184889,1.00387549,1.00808253
537,1.00765886,1.00403693,1.00660421,1.00797610,1.00819163,1.00432819,1.00503884,1.00893879,1.00431289,1.00121599,1.00300679,1.00309408,1.00881178,1.00412075,1.00107345,1.00171553,1.00309538,1.00224341
538,1.00851717,1.00680685,1.00457867,1.00532797,1.00769307,1.00580266,1.00188909,1.00427982,1.00712485,1.00628979,1.00123601,1.00598625,1.00359261,1.00382766,1.00457670,1.00367424,1.00690832,1.00452638
539,1.00474391,1.00339213,1.00370270,1.00122110,1.00641080,1.00628066,1.00212457,1.00234102,1.00522094,1.00362874,1.00369247,1.00406491,1.00861060,1.00282691,1.00811035,1.00865912,1.00827975,1.00560000
540,1.00770089,1.00695304,1.00711262,1.00884810,1.00154220,1.00285791,1.00205276,1.00232295,1.00414648,1.00332732,1.00716703,1.00696150,1.00813216,1.00810487,1.00252245,1.00404640,1.00704949,1.00723506
541,1.00399677,1.00639075,1.00401983,1.00106471,1.00524181,1.00590709,1.00611979,1.00808760,1.00190270,1.00450428,1.00497492,1.00443487,1.00765394,1.00503861,1.00781193,1.00123236,1.00285687,1.00721258
542,1.00147825,1.00583685,1.00886119,1.00245478,1.00469243,1.00448366,1.00442497,1.00221105,1.00758734,1.00682225,1.00686724,1.00366547,1.00544478,1.00707162,1.00335670,1.00573194,1.00831445,1.00732102
543,1.00619326,1.00531483,1.00442639,1.00722007,1.00231603,1.00755475,1.00258795,1.00351342,1.00436810,1.00737719,1.00320027,1.00763474,1.00829867,1.00763295,1.00855300,1.00448222,1.00555520,1.00288585
544,1.00100616,1.00774542,1.00108040,1.00696584,1.00843157,1.00665379,1.00891945,1.00723432,1.00253231,1.00496314,1.00828672,1.00433096,1.00325483,1.00448362,1.00841006,1.00508990,1.00157590,1.00575598
545,1.00394606,1.00429615,1.00570824,1.00258307,1.00705251,1.00585087,1.00755799,1.00670731,1.00678380,1.00417330,1.00589867,1.00224606,1.00455625,1.00841111,1.00851461,1.00188977,1.00489238,1.00736818
546,1.00387802,1.00867689,1.00684453,1.00649245,1.00121555,1.00454256,1.00530847,1.00674170,1.00653878,1.00494516,1.00146512,1.00839802,1.00628718,1.00164689,1.00143272,1.00613783,1.00713051,1.00532950
547,1.00875023,1.00539504,1.00781924,1.00859764,1.00194458,1.00840686,1.00872766,1.00112065,1.00534588,1.00327874,1.00534057,1.00818073,1.00574115,1.00721969,1.00324356,1.00165868,1.00313261,1.00136728
548,1.00153461,1.00232510,1.00381769,1.00568245,1.00133210,1.00423372,1.00151810,1.00326014,1.00211139,1.00132924,1.00703108,1.00316426,1.00440577,1.00458256,1.00563733,1.00604023,1.00439090,1.00436261
549,1.00305871,1.00324148,1.00205513,1.00130509,1.00429566,1.00578861,1.00265677,1.00343959,1.00366955,1.00871692,1.00556726,1.00424422,1.00523191,1.00745694,1.00308384,1.00365038,1.00493154,1.00333238
550,1.00122890,1.00237465,1.00577344,1.00853668,1.00791282,1.00308143,1.00282761,1.00853996,1.00892567,1.00782887,1.00735134,1.00800937,1.00887522,1.00420804,1.00285080,1.00312793,1.00241972,1.00475379
551,1.00831631,1.00639757,1.00465245,1.00506031,1.00164617,1.00584660,1.00709238,1.00261533,1.00809636,1.00690878,1.00498688,1.00460437,1.00384496,1.00776610,1.00692147,1.00411602,1.00335349,1.00620291
552,1.00606891,1.00619775,1.00488169,1.00611390,1.00575141,1.00174089,1.00431441,1.00803578,1.00762730,1.00413862,1.00815031,1.00280445,1.00503759,1.00337258,1.00587260,1.00115151,1.00651464,1.00490600
553,1.00510104,1.00463794,1.00584111,1.00225266,1.00601631,1.00425255,1.00449759,1.00735975,1.00206694,1.00143018,1.00614910,1.00423344,1.00614024,1.00685203,1.00670052,1.00348358,1.00567311,1.00761538
554,1.00410661,1.00213571,1.00863813,1.00622752,1.00606257,1.00668179,1.00439783,1.00772705,1.00320476,1.00728845,1.00762069,1.00123707,1.00697960,1.00817531,1.00533796,1.00800644,1.00504796,1.00501253
555,1.00844087,1.00348322,1.00272084,1.00554435,1.00458615,1.00805355,1.00562749,1.00327238,1.00891850,1.00623049,1.00388160,1.00513673,1.00673197,1.00542714,1.00620458,1.00192256,1.00442921,1.00228040
556,1.00785424,1.00734588,1.00511116,1.00829542,1.00154119,1.00868751,1.00526686,1.00133951,1.00504323,1.00846835,1.00361949,1.00635860,1.00229698,1.00414600,1.00440759,1.00102940,1.00177427,1.00443687
557,1.00689741,1.00771631,1.00367085,1.00656727,1.00712572,1.00574720,1.00846955,1.00694690,1.00435975,1.00852464,1.00803217,1.00595932,1.00355403,1.00695720,1.00474267,1.00118468,1.00500375,1.00874013
558,1.00335477,1.00884581,1.00490753,1.00326599,1.00371064,1.00424621,1.00149454,1.00797870,1.00602408,1.00699680,1.00408481,1.00134396,1.00255995,1.00160430,1.00799587,1.00572819,1.00684970,1.00752383
559,1.00892497,1.00419549,1.00862278,1.00681786,1.00788498,1.00604373,1.00729302,1.00550558,1.00827236,1.00849308,1.00432550,1.00602118,1.00193182,1.00534091,1.00232714,1.00812427,1.00471844,1.00774008
560,1.00222979,1.00515060,1.00809336,1.00718539,1.00813509,1.00825878,1.00330940,1.00563080,1.00722970,1.00689039,1.00256639,1.00165486,1.00746610,1.00585887,1.00664914,1.00812516,1.00306465,1.00571291
561,1.00568888,1.00879193,1.00425607,1.00874616,1.00125394,1.00719156,1.00807468,1.00646721,1.00133019,1.00447963,1.00873835,1.00739997,1.00237317,1.00447027,1.00645361,1.00315047,1.00462960,1.00607002
562,1.00578837,1.00371958,1.00634433,1.00165343,1.00101557,1.00322734,1.00194553,1.00283476,1.00613602,1.00786136,1.00719778,1.00628267,1.00374965,1.00860650,1.00344747,1.00755421,1.00387830,1.00219850
563,1.00475394,1.00739314,1.00572941,1.00275130,1.00688603,1.00811235,1.00491382,1.00477624,1.00666741,1.00754335,1.00718174,1.00699456,1.00710087,1.00742677,1.00111307,1.00505479,1.00421923,1.00443321
564,1.00768962,1.00531112,1.00544948,1.00701469,1.00237476,1.00434544,1.00407288,1.00430313,1.00357931,1.00410175,1.00535705,1.00112148,1.00184766,1.00204331,1.00601576,1.00193352,1.00416402,1.00192497
565,1.00894619,1.00458906,1.00683419,1.00545602,1.00536220,1.00784308,1.00546510,1.00247818,1.00407053,1.00828967,1.00725093,1.00692178,1.00247750,1.00656482,1.00784332,1.00714780,1.00483399,1.00220153
566,1.00342071,1.00175408,1.00803623,1.00871813,1.00879615,1.00114286,1.00216572,1.00449974,1.00608035,1.00579866,1.00272969,1.00315522,1.00327083,1.00807786,1.00746344,1.00271625,1.00469292,1.00806069
567,1.00733347,1.00434242,1.00637878,1.00111857,1.00228663,1.00750275,1.00890712,1.00699207,1.00759639,1.00893441,1.00662361,1.00614142,1.00355387,1.00397576,1.00725784,1.00761730,1.00214361,1.00740091
568,1.00415308,1.00282082,1.00510447,1.00644777,1.00573615,1.00174416,1.00807504,1.00483741,1.00388457,1.00469540,1.00250564,1.00730904,1.00261845,1.00824549,1.00837124,1.00841405,1.00124417,1.00834208
569,1.00190346,1.00608800,1.00481682,1.00296179,1.00131075,1.00871524,1.00571013,1.00115379,1.00890930,1.00697482,1.00350405,1.00255351,1.00249024,1.00297912,1.00116270,1.00593361,1.00397018,1.00723018
570,1.00729005,1.00669988,1.00718705,1.00639454,1.00134548,1.00464318,1.00251371,1.00478085,1.00613470,1.00174321,1.00525738,1.00539044,1.00753716,1.00567749,1.00894415,1.00521065,1.00796044,1.00363535
571,1.00257130,1.00124403,1.00266384,1.00793553,1.00512313,1.00741207,1.00637463,1.00678965,1.00239785,1.00285701,1.00709629,1.00163751,1.00306746,1.00706601,1.00379189,1.00312268,1.00344686,1.00396974
572,1.00659055,1.00628710,1.00679703,1.00893158,1.00371421,1.00130045,1.00660178,1.00307097,1.00604540,1.00718244,1.00174761,1.00585138,1.00266904,1.00587191,1.00131867,1.00897604,1.00440563,1.00100463
573,1.00797688,1.00704688,1.00116646,1.00434075,1.00493696,1.00165138,1.00472806,1.00586610,1.00618468,1.00161574,1.00894210,1.00348346,1.00679522,1.00540255,1.00350640,1.00880958,1.00397491,1.00787276
574,1.00642108,1.00282087,1.00593309,1.00724764,1.00622866,1.00595702,1.00804961,1.00758853,1.00813867,1.00270207,1.00147647,1.00151895,1.00260089,1.00452470,1.00823479,1.00291013,1.00269933,1.00295907
575,1.00208787,1.00680379,1.00590008,1.00316512,1.00713358,1.00264434,1.00552962,1.00617827,1.00277207,1.00866723,1.00604962,1.00391608,1.00154477,1.00174573,1.00589509,1.00191199,1.00628274,1.00181454
576,1.00135662,1.00425446,1.00234715,1.00611553,1.00840797,1.00458785,1.00151605,1.00694707,1.00763990,1.00163173,1.00140938,1.00142736,1.00164024,1.00826789,1.00715761,1.00525512,1.00571835,1.00887829
577,1.00288986,1.00451830,1.00162268,1.00540219,1.00394310,1.00555078,1.00398157,1.00116948,1.00163791,1.00719416,1.00645129,1.00545097,1.00222290,1.00432374,1.00341383,1.00166927,1.00662263,1.00624246
578,1.00717689,1.00754639,1.00383278,1.00406909,1.00648835,1.00115146,1.00571068,1.00291408,1.00718612,1.00559944,1.00207402,1.00397902,1.00453069,1.00759906,1.00617856,1.00740468,1.00597418,1.00193910
579,1.00149583,1.00222186,1.00795395,1.00267026,1.00889750,1.00337220,1.00776292,1.00342007,1.00728862,1.00387054,1.00547490,1.00657913,1.00178707,1.00703971,1.00461334,1.00252199,1.00677592,1.00150775
580,1.00159007,1.00374887,1.00821373,1.00129112,1.00470364,1.00580577,1.00757770,1.00342191,1.00889922,1.00739654,1.00153854,1.00670172,1.00816396,1.00401575,1.00321526,1.00529071,1.00488644,1.00873971
581,1.00352034,1.00702660,1.00690394,1.00694881,1.00606264,1.00659645,1.00455067,1.00816107,1.00313146,1.00367767,1.00824270,1.00328223,1.00693781,1.00774036,1.00782247,1.00454456,1.00865758,1.00178251
582,1.00368839,1.00371217,1.00827928,1.00472636,1.00831300,1.00814283,1.00852900,1.00569024,1.00296630,1.00151929,1.00597214,1.00412133,1.00771639,1.00504523,1.00230313,1.00711486,1.00602599,1.00470268
583,1.00781675,1.00742264,1.00242013,1.00184613,1.00750472,1.00174109,1.00766443,1.00590442,1.00681056,1.00615954,1.00415812,1.00330954,1.00507149,1.00801086,1.00730854,1.00182827,1.00698028,1.00206563
584,1.00764367,1.00567546,1.00205331,1.00521620,1.00331452,1.00465326,1.00756682,1.00357035,1.00405935,1.00616552,1.00332639,1.00532780,1.00739447,1.00108270,1.00673703,1.00716266,1.00832958,1.00844947
585,1.00291280,1.00116052,1.00178537,1.00153624,1.00800406,1.00159018,1.00381741,1.00685990,1.00171034,1.00421186,1.00787232,1.00742350,1.00700139,1.00689632,1.00680277,1.00380532,1.00733798,1.00474577
586,1.00143699,1.00243431,1.00469540,1.00217167,1.00281298,1.00385631,1.00405036,1.00179817,1.00768452,1.00220208,1.00614185,1.00760935,1.00464264,1.00319095,1.00801271,1.00103920,1.00566635,1.00517896
587,1.00268034,1.00309507,1.00139484,1.00240132,1.00732168,1.00706655,1.00730011,1.00174509,1.00413001,1.00546735,1.00839543,1.00302759,1.00215845,1.00610415,1.00475763,1.00180400,1.00207219,1.00459075
588,1.00577846,1.00111371,1.00749149,1.00715775,1.00674375,1.00223638,1.00189962,1.00579366,1.00178365,1.00825341,1.00749518,1.00132624,1.00275449,1.00307751,1.00345249,1.00815673,1.00293529,1.00467211
589,1.00233515,1.00331430,1.00116235,1.00714342,1.00507260,1.00637038,1.00861528,1.00326713,1.00201145,1.00812331,1.00584140,1.00540610,1.00750734,1.00638248,1.00430498,1.00815091,1.00611092,1.00707460
590,1.00174897,1.00586773,1.00523209,1.00317708,1.00490865,1.00704128,1.00394818,1.00494230,1.00160417,1.00800122,1.00367354,1.00245944,1.00663193,1.00661481,1.00248739,1.00298755,1.00396333,1.00896089
591,1.00217691,1.00292874,1.00344616,1.00618976,1.00701762,1.00348074,1.00217333,1.00205457,1.00846202,1.00585333,1.00662835,1.00839987,1.00569748,1.00521911,1.00345848,1.00824250,1.00669219,1.00637789
592,1.00174656,1.00637574,1.00694689,1.00781206,1.00687587,1.00166646,1.00551462,1.00681078,1.00840895,1.00527227,1.00411332,1.00289400,1.00472250,1.00763191,1.00121524,1.00326783,1.00335162,1.00521766
593,1.00690715,1.00885745,1.00272498,1.00134172,1.00739821,1.00507935,1.00210847,1.00782345,1.00463795,1.00160672,1.00772202,1.00499176,1.00467199,1.00453611,1.00723902,1.00649835,1.00619274,1.00417423
594,1.00647448,1.00125716,1.00378938,1.00434064,1.00372468,1.00304777,1.00149691,1.00870599,1.00130504,1.00441486,1.00803548,1.00670250,1.00408323,1.00311128,1.00503057,1.00634494,1.00416406,1.00476317
595,1.00306848,1.00886448,1.00625841,1.00540137,1.00260480,1.00128359,1.00194790,1.00558773,1.00676339,1.00329899,1.00346971,1.00812651,1.00379480,1.00583819,1.00856001,1.00314405,1.00160468,1.00551911
596,1.00598752,1.00444590,1.00199636,1.00392571,1.00229591,1.00324533,1.00100841,1.00265867,1.00353282,1.00471328,1.00349081,1.00259370,1.00880070,1.00153031,1.00335733,1.00627288,1.00698539,1.00181914
597,1.00546225,1.00592664,1.00193865,1.00352457,1.00150187,1.00524103,1.00267138,1.00116492,1.00649514,1.00451143,1.00414553,1.00736329,1.00487812,1.00524475,1.00750109,1.00609582,1.00465582,1.00843135
598,1.00549298,1.00359584,1.00655604,1.00159893,1.00681354,1.00195855,1.00744679,1.00873095,1.00452590,1.00783508,1.00768069,1.00457096,1.00343642,1.00671305,1.00643796,1.00399993,1.00179981,1.00107189
599,1.00509845,1.00879367,1.00819850,1.00332393,1.00149810,1.00524131,1.00397432,1.00695434,1.00173764,1.00513190,1.00524192,1.00618473,1.00890868,1.00403415,1.00664591,1.00693108,1.00257520,1.00147852
600,1.00582632,1.00446497,1.00886936,1.00119142,1.00654749,1.00530914,1.00886229,1.00314477,1.00197029,1.00206904,1.00323656,1.00665757,1.00291936,1.00359558,1.00142302,1.00153988,1.00694830,1.00510396
601,1.00471664,1.00247782,1.00760689,1.00643354,1.00662672,1.00633658,1.00436433,1.00124896,1.00332684,1.00608762,1.00536730,1.00301824,1.00208038,1.00395141,1.00880665,1.00687095,1.00826251,1.00260761
602,1.00144673,1.00613918,1.00490084,1.00521223,1.00515519,1.00331225,1.00711797,1.00688860,1.00461321,1.00697153,1.00357640,1.00844474,1.00146499,1.00163059,1.00346356,1.00166593,1.00370650,1.00708056
603,1.00393524,1.00841079,1.00546823,1.00486816,1.00267169,1.00595205,1.00154760,1.00393760,1.00513231,1.00254896,1.00785880,1.00780665,1.00809142,1.00486533,1.00510813,1.00745189,1.00124314,1.00131011
604,1.00498872,1.00858093,1.00447112,1.00227952,1.00325762,1.00332574,1.00520230,1.00493191,1.00546585,1.00550026,1.00240721,1.00142186,1.00160913,1.00361396,1.00406654,1.00276202,1.00895082,1.00255100
605,1.00196186,1.00315841,1.00853251,1.00795770,1.00491595,1.00317021,1.00673887,1.00819167,1.00144680,1.00260425,1.00659189,1.00767324,1.00350185,1.00171032,1.00149221,1.00379352,1.00624836,1.00213423
606,1.00370632,1.00889002,1.00567632,1.00606900,1.00239338,1.00389078,1.00503423,1.00278459,1.00261741,1.00803484,1.00640702,1.00106418,1.00173834,1.00115606,1.00598941,1.00867114,1.00871248,1.00849810
607,1.00443870,1.00602883,1.00209227,1.00160119,1.00816579,1.00659550,1.00489263,1.00419146,1.00452069,1.00337623,1.00177614,1.00519087,1.00571925,1.00691715,1.00292344,1.00884367,1.00427320,1.00700679
608,1.00692833,1.00674900,1.00395382,1.00747777,1.00244548,1.00294004,1.00682427,1.00710068,1.00659019,1.00122713,1.00666631,1.00510785,1.00284894,1.00214835,1.00200137,1.00488782,1.00163279,1.00621938
609,1.00303746,1.00288165,1.00878540,1.00784461,1.00523034,1.00298376,1.00255753,1.00608550,1.00876016,1.00543438,1.00680896,1.00823769,1.00651052,1.00741129,1.00855542,1.00562929,1.00244988,1.00277527
610,1.00755190,1.00325117,1.00584829,1.00633450,1.00703994,1.00897338,1.00670617,1.00833404,1.00136489,1.00176865,1.00710730,1.00499639,1.00818065,1.00395796,1.00826371,1.00261392,1.00850491,1.00895231
611,1.00505043,1.00185275,1.00385692,1.00847383,1.00558493,1.00881274,1.00848247,1.00189512,1.00560501,1.00781947,1.00646381,1.00118396,1.00362325,1.00373932,1.00891948,1.00497059,1.00332781,1.00794142
612,1.00523420,1.00439932,1.00169445,1.00346396,1.00788062,1.00459684,1.00339394,1.00247743,1.00673563,1.00234851,1.00804378,1.00845017,1.00210797,1.00383885,1.00434095,1.00104195,1.00702914,1.00645377
613,1.00692275,1.00164883,1.00584206,1.00369335,1.00483607,1.00841065,1.00726579,1.00744440,1.00474232,1.00427505,1.00728850,1.00470520,1.00626118,1.00104967,1.00310091,1.00482875,1.00225695,1.00696280
614,1.00407920,1.00583323,1.00224420,1.00726494,1.00465464,1.00526467,1.00713233,1.00492972,1.00692577,1.00852680,1.00571036,1.00875508,1.00648739,1.00336573,1.00771133,1.00356317,1.00252988,1.00449234
615,1.00635195,1.00315005,1.00121920,1.00537093,1.00395543,1.00330507,1.00792746,1.00188364,1.00559058,1.00558945,1.00880095,1.00776026,1.00539459,1.00445263,1.00481123,1.00852050,1.00493724,1.00472212
616,1.00852942,1.00192316,1.00117552,1.00167384,1.00535011,1.00519642,1.00166567,1.00439108,1.00474597,1.00227488,1.00765720,1.00631062,1.00165883,1.00770290,1.00761176,1.00195191,1.00592672,1.00529919
617,1.00850920,1.00804451,1.00527311,1.00859177,1.00392770,1.00411064,1.00150321,1.00263158,1.00315473,1.00243128,1.00847165,1.00682637,1.00314460,1.00242417,1.00221448,1.00169343,1.00427448,1.00832760
618,1.00784227,1.00561409,1.00619863,1.00853965,1.00351742,1.00397857,1.00649332,1.00495869,1.00290449,1.00526635,1.00869869,1.00169322,1.00576001,1.00557657,1.00390382,1.00707864,1.00713918,1.00761455
619,1.00704933,1.00622809,1.00641648,1.00715804,1.00777004,1.00324420,1.00514411,1.00268873,1.00255455,1.00277980,1.00805376,1.00308770,1.00534503,1.00478454,1.00381916,1.00640573,1.00432276,1.00127606
620,1.00276795,1.00893013,1.00551954,1.00744583,1.00646617,1.00859240,1.00487197,1.00828016,1.00258595,1.00285422,1.00473808,1.00465775,1.00200508,1.00475537,1.00499822,1.00340519,1.00232546,1.00214622
621,1.00595785,1.00409788,1.00825573,1.00781407,1.00248682,1.00658406,1.00445378,1.00713051,1.00734645,1.00201406,1.00253605,1.00478817,1.00605967,1.00630684,1.00534639,1.00681242,1.00253072,1.00318707
622,1.00383775,1.00575654,1.00174766,1.00789788,1.00296197,1.00419419,1.00308462,1.00410852,1.00795374,1.00101250,1.00102606,1.00588500,1.00400491,1.00534346,1.00226431,1.00403819,1.00147297,1.00154357
623,1.00647065,1.00495316,1.00748227,1.00653349,1.00162729,1.00696087,1.00676097,1.00123195,1.00837856,1.00718577,1.00345054,1.00464439,1.00215359,1.00412986,1.00761174,1.00446520,1.00763251,1.00879026
624,1.00698438,1.00313609,1.00540834,1.00389794,1.00584256,1.00801002,1.00211634,1.00654564,1.00698821,1.00837806,1.00600504,1.00796801,1.00342061,1.00506358,1.00354314,1.00814868,1.00877317,1.00432144
625,1.00170869,1.00413865,1.00673408,1.00116780,1.00388765,1.00458861,1.00271855,1.00519807,1.00878563,1.00661452,1.00799457,1.00227946,1.00660479,1.00125279,1.00428459,1.00748382,1.00695995,1.00890361
626,1.00327537,1.00140120,1.00888160,1.00386351,1.00328813,1.00395385,1.00143181,1.00719877,1.00129629,1.00882488,1.00444044,1.00884502,1.00245095,1.00362957,1.00676111,1.00627563,1.00209163,1.00111277
627,1.00886027,1.00818848,1.00424884,1.00130755,1.00360654,1.00760467,1.00531767,1.00268102,1.00196815,1.00152732,1.00768761,1.00854255,1.00159956,1.00589062,1.00434121,1.00435150,1.00593953,1.00695546
628,1.00583908,1.00237757,1.00651911,1.00700956,1.00506025,1.00549218,1.00344966,1.00226672,1.00196207,1.00490964,1.00115419,1.00331746,1.00209546,1.00456149,1.00759017,1.00703083,1.00284710,1.00224775
